,desc,location,size,value
1482,Loresho cresent -4 bedroom Bungalow for sale kshs.75M,"Loresho cresent bungalow on sale, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1483,4 Bedroom House for Sale in Karen,"Galleria. , Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1484,4 Bedroom House With A Separete 3 Bedroom Guest House at Karen 75% Complete,"Kuwinda Village, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
1485,Kileleshwa- 3 Bedroom House For Sale,"Kileleshwa, Nairobi, Nairobi",3 Bedrooms,KSh 27000000
1486,Spacious 5 Bedroom Town House All Ensuite Dsq Garden Family Room Pool Solar Pannels Own Gate For Sale In Kileleshwa,"kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
1487,Lavington-5 Bedroom Corner Townhouse,"Lavington-5 bedroom townhouse for sale.55M, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1488,Spacious Home for sale -RUNDA,"Runda close to Embassies ,UN offices,International schools and shopping malls, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
1489,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
1490,Newly Built 5 Bedroom Town Houses In Loresho.,"Loresho, Loresho, Nairobi, Nairobi",5 Bedrooms,KSh 50000000
1491,Unbeatable Home for sale in Karen,"Nairobi, Riruta, Nairobi, Nairobi",3 Bedrooms,KSh 50000000
1492,Neatly Nestled Country Home in Karen,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 350000
1493,Magnificent Home For Sale At Runda,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
1494,3 Bedroom House for sale in Lavington,"Amboseli Road, Lavington, Nairobi, Nairobi",3 Bedrooms,KSh 25000000
1495,Villa for sale at Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1496,4 Bedroom Townhouse for sale in South C,"South C, Nairobi, Nairobi",4 Bedrooms,KSh 20000000
1497,Palatial 5 Bedroom House in Runda for Sale,"Mimosa, Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
1498,Gated Community With 10 Houses,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1499,House At Hardrock Park - Juja,"Thika Road, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
